Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,855.53,3219915,93.53,24702,1340.16
astar,true,987.67,3307306,96.07,24702,1431.95
bfs,true,571.72,3219901,93.53,24702,1356.56
dfs,true,197.90,1936041,56.24,24702,1077.44
wallFollower,true,611.42,3743282,108.73,24702,1285.68
dijkstra,false,1444.51,3600974,95.52,4415,1039.07
astar,false,1168.00,2082694,55.25,4476,1146.72
bfs,false,452.10,3601037,95.52,4415,1226.11
dfs,false,147.44,1161720,30.82,224170,580.24
wallFollower,false,26.40,77505,2.06,31052,354.42
