Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,970.42,3682418,92.35,26049,1420.58
astar,true,1139.93,3849902,96.55,26049,1251.00
bfs,true,617.87,3682398,92.35,26049,1617.54
dfs,true,193.60,1729070,43.36,26049,863.40
wallFollower,true,594.45,3720366,93.30,26049,1536.41
dijkstra,false,1793.25,4163440,95.35,4752,965.49
astar,false,1458.02,2414327,55.29,4806,1245.18
bfs,false,573.78,4163552,95.35,4752,1053.79
dfs,false,169.56,1248364,28.59,285041,494.52
wallFollower,false,172.09,945509,21.66,36095,598.00
