Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,719.51,2814380,93.77,23318,1165.55
astar,true,840.07,2836773,94.52,23318,1046.88
bfs,true,487.37,2814355,93.77,23318,903.23
dfs,true,207.17,1799579,59.96,23318,1073.11
wallFollower,true,447.90,2727082,90.86,23318,1109.99
dijkstra,false,1270.63,3129488,95.23,4113,888.62
astar,false,862.47,1446760,44.02,4184,894.50
bfs,false,439.27,3129612,95.23,4113,923.09
dfs,false,248.56,1826634,55.58,198549,571.41
wallFollower,false,341.62,2007509,61.09,31945,552.00
