Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,978.91,3693765,94.23,26659,1667.53
astar,true,1130.29,3748291,95.62,26659,1742.04
bfs,true,650.52,3693781,94.23,26659,1272.98
dfs,true,188.05,1518312,38.73,26659,972.24
wallFollower,true,601.10,3510196,89.55,26659,1179.51
dijkstra,false,1729.99,4097173,95.45,4704,1373.64
astar,false,1314.74,2133070,49.69,4783,1290.05
bfs,false,538.38,4097060,95.44,4704,1004.48
dfs,false,204.35,1413125,32.92,257429,613.85
wallFollower,false,319.99,1779505,41.45,37032,859.81
