Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1529.973,904764,34.21,13725,1434.88
astar,true,5048.660,2563024,96.90,13725,986.04
bfs,true,2194.127,2586214,97.78,13725,1587.97
dfs,true,865.097,1271616,48.08,13725,1186.93
wallFollower,true,1445.352,2759720,104.34,13725,1816.55
dijkstra,false,3540.507,1266156,46.76,18007,2411.62
astar,false,10778.084,2649040,97.83,11436,2142.98
bfs,false,3280.183,2663285,98.36,11436,2465.58
dfs,false,1268.522,1635848,60.41,38811,2168.30
wallFollower,false,2286.739,3006532,111.03,199254,1994.85
