Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1785.049,1071938,48.61,12524,1430.32
astar,true,4276.639,2151992,97.60,12524,991.85
bfs,true,1804.208,2163991,98.14,12524,2023.68
dfs,true,717.486,1056043,47.89,12524,1373.35
wallFollower,true,1234.271,2309964,104.76,12524,1758.28
dijkstra,false,3416.814,1380520,61.15,18289,1961.42
astar,false,8193.021,2210147,97.91,10176,1759.08
bfs,false,2428.823,2223983,98.52,10176,1952.43
dfs,false,575.372,778744,34.50,22120,1139.85
wallFollower,false,1357.256,2099174,92.99,170411,1779.84
