Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1574.841,879777,46.27,11492,1302.79
astar,true,3843.087,1862818,97.98,11492,510.51
bfs,true,1645.859,1874713,98.60,11492,1341.55
dfs,true,656.083,974313,51.25,11492,1108.91
wallFollower,true,1055.980,1865228,98.11,11492,1419.66
dijkstra,false,2626.329,1098790,56.45,15916,1342.83
astar,false,6880.125,1913804,98.32,9588,1487.30
bfs,false,2091.233,1919933,98.64,9588,2108.81
dfs,false,388.740,539052,27.69,24686,778.50
wallFollower,false,1209.016,1842817,94.68,145529,1545.92
