Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1163.969,528766,44.02,8881,913.81
astar,true,2719.670,1169808,97.38,8881,421.60
bfs,true,1193.871,1178432,98.10,8881,1102.99
dfs,true,471.156,570605,47.50,8881,854.83
wallFollower,true,828.100,1269940,105.72,8881,1003.92
dijkstra,false,1565.384,684018,55.62,11246,1017.66
astar,false,4059.977,1202117,97.75,7323,914.89
bfs,false,1258.216,1207780,98.21,7323,1252.84
dfs,false,571.492,692892,56.34,18274,867.72
wallFollower,false,756.189,1182454,96.15,93681,846.79
