Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1018.794,561192,38.84,9729,1064.60
astar,true,2889.052,1412416,97.75,9729,401.87
bfs,true,1277.436,1422067,98.41,9729,803.55
dfs,true,525.464,675391,46.74,9729,797.28
wallFollower,true,895.835,1548145,107.14,9729,1130.22
dijkstra,false,1608.355,695207,46.99,13186,1507.33
astar,false,4857.363,1444319,97.63,7912,1273.20
bfs,false,1509.217,1454999,98.35,7912,1539.47
dfs,false,605.518,767686,51.89,18992,1052.86
wallFollower,false,930.757,1471189,99.45,110219,1339.34
