Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,176.804,126831,51.77,3943,163.40
astar,true,379.226,238327,97.28,3943,95.08
bfs,true,176.389,240611,98.21,3943,231.08
dfs,true,83.733,120317,49.11,3943,1759218604568.87
wallFollower,true,128.955,253227,103.36,3943,164.37
dijkstra,false,333.324,183516,73.17,4701,257.13
astar,false,570.473,241523,96.30,2992,1759218604520.32
bfs,false,208.827,246040,98.10,2992,242.61
dfs,false,91.072,120789,48.16,5794,183.55
wallFollower,false,133.246,237470,94.68,20983,236.21
