Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3070.652,1770654,64.13,14379,1936.31
astar,true,5725.964,2697485,97.69,14379,964.87
bfs,true,2418.876,2714762,98.32,14379,2523.33
dfs,true,1175.522,1653733,59.89,14379,1566.51
wallFollower,true,1230.311,2224306,80.55,14379,1502.17
dijkstra,false,4659.347,1631387,57.71,22245,2393.22
astar,false,11440.954,2785566,98.54,11873,2181.14
bfs,false,3643.274,2795368,98.89,11873,2544.96
dfs,false,1284.913,1533425,54.25,32461,1968.66
wallFollower,false,1849.820,2480675,87.76,198360,2284.10
