Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1918.500,1145636,54.52,13239,1442.40
astar,true,4239.095,2073714,98.69,13239,1107.15
bfs,true,1748.175,2080480,99.01,13239,1710.41
dfs,true,748.998,1142121,54.35,13239,1273.27
wallFollower,true,1036.389,1930724,91.88,13239,1274.43
dijkstra,false,3083.578,1237587,57.53,15926,2128.16
astar,false,7868.884,2112752,98.21,10237,1523.75
bfs,false,2329.807,2123491,98.71,10237,1960.41
dfs,false,1053.139,1284561,59.72,22993,1721.47
wallFollower,false,1285.826,2072549,96.35,155984,1354.82
