Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1465.270,813285,47.53,11221,1237.40
astar,true,3354.531,1663129,97.19,11221,840.26
bfs,true,1513.376,1679047,98.12,11221,1252.09
dfs,true,649.407,868435,50.75,11221,1225.85
wallFollower,true,989.376,1696688,99.15,11221,1250.55
dijkstra,false,2532.376,1049471,59.91,13787,1433.48
astar,false,6111.759,1725896,98.52,9031,1210.74
bfs,false,1936.727,1732330,98.88,9031,1790.96
dfs,false,573.709,740746,42.28,27345,857.63
wallFollower,false,1320.698,1949166,111.26,132209,1679.86
