Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3115.08,4832363,99.03,56164,N/A,2076.29
astar,true,4929.26,4832250,99.03,56164,N/A,2612.02
bfs,true,2055.12,4832359,99.03,56164,N/A,2798.82
dfs,true,812.85,2418541,49.56,56164,N/A,1622.77
wallFollower,true,2618.15,5445980,111.61,56164,N/A,2254.76
dijkstra,false,6292.80,5341529,99.97,7432,0,1050.93
astar,false,5736.57,5341498,99.97,7433,1,913.61
bfs,false,1444.73,5341529,99.97,7432,0,1813.42
dfs,false,125.01,385531,7.22,186816,179384,384.06
wallFollower,false,464.53,1142766,21.39,36800,29368,677.82
