Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1826.89,2980238,91.66,23391,1265.13
astar,true,2070.01,3158993,97.16,23391,1125.48
bfs,true,1089.13,2980236,91.66,23391,1672.30
dfs,true,550.39,1442046,44.35,23391,941.01
wallFollower,true,1552.80,3388130,104.21,23391,1851.13
dijkstra,false,2495.12,3387465,95.15,4281,1269.82
astar,false,2225.77,1968383,55.29,4354,1192.78
bfs,false,906.28,3387574,95.16,4281,1297.62
dfs,false,309.08,904270,25.40,222000,625.27
wallFollower,false,346.62,777289,21.83,31106,410.94
