Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2685.31,4312557,89.75,29338,2402.21
astar,true,3118.63,4596614,95.66,29338,2284.47
bfs,true,1663.87,4312541,89.75,29338,2673.95
dfs,true,749.23,2314798,48.17,29338,1576.51
wallFollower,true,2284.88,5053327,105.17,29338,2221.42
dijkstra,false,4884.61,4988812,94.82,5180,1703.74
astar,false,4332.53,2609664,49.60,5272,1741.12
bfs,false,1695.40,4989038,94.82,5180,1478.74
dfs,false,486.97,1424575,27.07,310989,636.23
wallFollower,false,2791.42,6294557,119.63,39754,1628.40
