Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,362.09,666127,96.66,15796,N/A,336.43
astar,true,586.40,665907,96.63,15796,N/A,231.45
bfs,true,261.34,666128,96.66,15796,N/A,329.58
dfs,true,138.83,366824,53.23,15796,N/A,227.95
wallFollower,true,356.97,758452,110.06,15796,N/A,280.30
dijkstra,false,533.85,754196,99.96,2800,0,233.36
astar,false,651.80,754065,99.94,2802,2,182.30
bfs,false,210.67,754194,99.96,2800,0,324.52
dfs,false,81.46,160983,21.34,41923,39123,99.57
wallFollower,false,94.79,179515,23.79,13225,10425,109.56
