Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3489.85,5331554,90.95,32595,1980.92
astar,true,3844.45,5365249,91.53,32595,1864.43
bfs,true,2115.21,5331568,90.95,32595,2561.48
dfs,true,820.17,2036888,34.75,32595,1147.76
wallFollower,true,2997.88,6444171,109.93,32595,2265.08
dijkstra,false,5276.50,6110832,95.20,5728,2524.95
astar,false,5532.00,4257266,66.32,5786,1967.62
bfs,false,1851.32,6111065,95.20,5728,2585.77
dfs,false,847.29,2187092,34.07,361520,1429.56
wallFollower,false,580.37,1368746,21.32,43201,768.10
