Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3436.22,5642127,99.12,63353,N/A,2266.56
astar,true,5552.26,5642023,99.12,63353,N/A,1866.63
bfs,true,2118.64,5642127,99.12,63353,N/A,3296.28
dfs,true,882.67,2561308,45.00,63353,N/A,1647.22
wallFollower,true,2773.74,5923343,104.07,63353,N/A,2810.22
dijkstra,false,7538.33,6231056,99.97,7991,0,1707.70
astar,false,6315.84,6230982,99.97,7991,0,1635.93
bfs,false,1507.85,6231057,99.97,7991,0,2277.11
dfs,false,287.42,431792,6.93,207431,199440,450.93
wallFollower,false,1608.48,3787109,60.76,41024,33033,1242.11
