Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3104.98,5095539,99.52,58837,N/A,1882.54
astar,true,4979.10,5095487,99.52,58837,N/A,1942.78
bfs,true,1877.49,5095538,99.52,58837,N/A,2749.60
dfs,true,935.30,2649692,51.75,58837,N/A,1716.71
wallFollower,true,2437.11,5431932,106.09,58837,N/A,2723.66
dijkstra,false,6670.70,5604915,99.97,7601,0,2120.17
astar,false,5720.48,5604891,99.97,7601,0,2009.04
bfs,false,1713.56,5604916,99.97,7601,0,2030.25
dfs,false,460.99,917596,16.36,168516,160915,604.57
wallFollower,false,1056.86,2300285,41.03,39972,32371,1159.42
