Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1713.05,2938390,97.91,39437,N/A,1350.56
astar,true,2732.08,2938190,97.90,39437,N/A,1564.30
bfs,true,1068.95,2938396,97.91,39437,N/A,1486.89
dfs,true,509.21,1343693,44.77,39437,N/A,929.67
wallFollower,true,1319.68,2738770,91.25,39437,N/A,1498.10
dijkstra,false,3528.85,3285485,99.97,5843,0,887.51
astar,false,3394.90,3285436,99.97,5843,0,761.76
bfs,false,883.37,3285484,99.97,5843,0,1058.93
dfs,false,122.96,276060,8.40,135262,129419,299.36
wallFollower,false,1339.91,3289280,100.08,31687,25844,955.02
