Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2676.89,4249142,99.40,49789,N/A,1472.52
astar,true,4323.31,4249055,99.40,49789,N/A,1481.85
bfs,true,1632.99,4249143,99.40,49789,N/A,2286.06
dfs,true,714.66,1888177,44.17,49789,N/A,1246.13
wallFollower,true,1851.77,3738842,87.46,49789,N/A,2243.12
dijkstra,false,5069.86,4679441,99.97,6945,0,1378.05
astar,false,4774.89,4679387,99.97,6945,0,1128.04
bfs,false,1224.98,4679442,99.97,6945,0,1298.11
dfs,false,145.96,356121,7.61,168371,161426,324.41
wallFollower,false,460.46,1007997,21.53,35584,28639,435.64
