Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,243.25,442278,98.01,12704,N/A,247.04
astar,true,389.55,442169,97.99,12704,N/A,216.69
bfs,true,174.79,442278,98.01,12704,N/A,236.06
dfs,true,90.15,238570,52.87,12704,N/A,173.08
wallFollower,true,257.87,516884,114.55,12704,N/A,206.42
dijkstra,false,331.70,493795,99.96,2276,0,166.17
astar,false,426.69,493763,99.96,2276,0,113.62
bfs,false,135.69,493794,99.96,2276,0,169.99
dfs,false,39.28,50869,10.30,26506,24230,44.90
wallFollower,false,106.21,214109,43.34,11323,9047,85.46
