Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,30.72,60328,86.26,3766,N/A,42.06
astar,true,53.34,59638,85.27,3766,N/A,17.85
bfs,true,30.47,60326,86.26,3766,N/A,36.48
dfs,true,22.98,43620,62.37,3766,N/A,29.71
wallFollower,true,37.51,61107,87.37,3766,N/A,34.30
dijkstra,false,39.83,76410,99.90,911,0,26.57
astar,false,57.82,76366,99.84,912,1,23.86
bfs,false,24.93,76410,99.90,911,0,34.23
dfs,false,10.60,12414,16.23,6875,5964,13.44
wallFollower,false,19.42,36517,47.74,4521,3610,17.78
