Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1561.95,2716896,98.39,40510,N/A,1371.24
astar,true,2556.45,2716818,98.39,40510,N/A,1200.49
bfs,true,994.74,2716897,98.39,40510,N/A,1297.57
dfs,true,367.88,1234271,44.70,40510,N/A,770.92
wallFollower,true,1140.60,2247392,81.39,40510,N/A,1068.31
dijkstra,false,2879.91,3022653,99.97,5611,0,749.89
astar,false,2856.14,3022586,99.96,5612,1,621.29
bfs,false,737.54,3022652,99.97,5611,0,1075.87
dfs,false,168.57,227480,7.52,112751,107140,208.78
wallFollower,false,270.31,666064,22.03,28865,23254,302.76
