Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3586.22,5889114,98.96,61578,N/A,2539.48
astar,true,5679.93,5888991,98.95,61578,N/A,3060.39
bfs,true,2270.65,5889114,98.96,61578,N/A,2611.63
dfs,true,940.48,2816559,47.33,61578,N/A,1953.43
wallFollower,true,2532.91,5020815,84.37,61578,N/A,2239.98
dijkstra,false,7895.93,6514570,99.97,8179,0,2181.69
astar,false,6666.56,6514541,99.97,8179,0,1997.23
bfs,false,1881.27,6514571,99.97,8179,0,2493.72
dfs,false,275.84,436291,6.70,220320,212141,454.28
wallFollower,false,752.34,1386499,21.28,43468,35289,675.37
