Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,4648.92,6900417,99.51,74293,N/A,2819.36
astar,true,7179.87,6900354,99.51,74293,N/A,3377.15
bfs,true,2484.95,6900416,99.51,74293,N/A,3895.79
dfs,true,1183.17,3553500,51.25,74293,N/A,2271.51
wallFollower,true,4140.64,9044970,130.44,74293,N/A,3148.15
dijkstra,false,9675.98,7590921,99.97,8815,0,2685.05
astar,false,8095.57,7590869,99.97,8816,1,2579.23
bfs,false,1888.68,7590920,99.97,8815,0,2509.47
dfs,false,289.88,660138,8.69,313677,304862,650.48
wallFollower,false,1398.03,3105713,40.90,44362,35547,1075.04
