Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,268.69,482465,96.49,13781,N/A,230.57
astar,true,420.63,482175,96.44,13781,N/A,213.40
bfs,true,190.91,482462,96.49,13781,N/A,251.05
dfs,true,96.49,216049,43.21,13781,N/A,165.04
wallFollower,true,259.89,525650,105.13,13781,N/A,233.08
dijkstra,false,365.02,547235,99.96,2411,0,246.69
astar,false,458.63,547208,99.96,2412,1,203.76
bfs,false,150.04,547236,99.96,2411,0,200.60
dfs,false,38.21,60774,11.10,31181,28770,62.86
wallFollower,false,127.30,340995,62.30,12028,9617,140.62
