Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,259.49,509104,97.10,12947,N/A,360.00
astar,true,452.59,508859,97.06,12947,N/A,123.31
bfs,true,192.71,509110,97.11,12947,N/A,299.89
dfs,true,112.98,267929,51.10,12947,N/A,169.38
wallFollower,true,263.19,541826,103.35,12947,N/A,294.45
dijkstra,false,441.31,573839,99.96,2464,0,146.88
astar,false,539.76,573782,99.95,2464,0,142.62
bfs,false,156.63,573839,99.96,2464,0,204.87
dfs,false,49.52,108996,18.99,27287,24823,45.60
wallFollower,false,221.32,469923,81.85,12530,10066,112.95
