Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1090.66,1978458,98.92,32818,N/A,869.91
astar,true,1866.74,1978370,98.92,32818,N/A,615.19
bfs,true,705.21,1978456,98.92,32818,N/A,999.01
dfs,true,317.20,905595,45.28,32818,N/A,642.27
wallFollower,true,884.05,1894967,94.75,32818,N/A,1076.50
dijkstra,false,1868.06,2189212,99.97,4774,0,638.36
astar,false,2019.08,2189136,99.96,4774,0,606.77
bfs,false,542.21,2189212,99.97,4774,0,870.98
dfs,false,98.55,188224,8.60,97194,92420,209.08
wallFollower,false,59.04,66032,3.02,25381,20607,214.58
