Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3107.70,4930645,99.38,57498,N/A,1913.68
astar,true,4840.05,4930551,99.38,57498,N/A,2344.18
bfs,true,1784.12,4930640,99.38,57498,N/A,2544.19
dfs,true,905.43,2486595,50.12,57498,N/A,1789.00
wallFollower,true,2526.39,5487099,110.60,57498,N/A,2868.11
dijkstra,false,6254.05,5431076,99.97,7490,0,1067.44
astar,false,5632.80,5431037,99.97,7490,0,1408.46
bfs,false,1505.48,5431077,99.97,7490,0,1470.11
dfs,false,172.12,402278,7.40,203363,195873,411.96
wallFollower,false,514.88,1162555,21.40,39859,32369,299.28
