Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4766.69,7285858,91.07,39538,3310.77
astar,true,5488.55,7708592,96.36,39538,2888.39
bfs,true,2880.98,7285839,91.07,39538,4254.78
dfs,true,1246.69,3690991,46.14,39538,2274.02
wallFollower,true,3950.03,8701543,108.77,39538,3620.63
dijkstra,false,8070.77,8375584,95.61,6732,3130.53
astar,false,7774.01,5324708,60.78,6811,2994.66
bfs,false,2547.06,8375758,95.61,6732,3067.55
dfs,false,1187.19,3144192,35.89,545792,1935.22
wallFollower,false,1879.67,3575815,40.82,47499,1352.02
