Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,4356.39,6809087,99.48,71276,N/A,3397.31
astar,true,6875.37,6809045,99.47,71276,N/A,3425.70
bfs,true,2738.78,6809088,99.48,71276,N/A,4040.84
dfs,true,1037.31,2894825,42.29,71276,N/A,2099.89
wallFollower,true,3292.11,6950494,101.54,71276,N/A,3305.23
dijkstra,false,9723.16,7493622,99.97,8760,0,2049.71
astar,false,8148.93,7493593,99.97,8761,1,1951.44
bfs,false,2015.06,7493621,99.97,8760,0,2905.73
dfs,false,556.73,1297553,17.31,245370,236610,1088.08
wallFollower,false,1510.77,3070330,40.96,46357,37597,1470.98
