Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1932.00,3100064,99.20,40875,N/A,1309.06
astar,true,2982.75,3099975,99.20,40875,N/A,1368.57
bfs,true,1231.04,3100062,99.20,40875,N/A,1774.19
dfs,true,609.94,1738734,55.64,40875,N/A,1078.92
wallFollower,true,1552.49,3254534,104.15,40875,N/A,1730.32
dijkstra,false,3458.27,3420773,99.97,5949,0,895.28
astar,false,3378.28,3420726,99.97,5950,1,1077.41
bfs,false,970.10,3420773,99.97,5949,0,934.87
dfs,false,172.17,271437,7.93,139010,133061,250.67
wallFollower,false,349.71,744322,21.75,30851,24902,421.41
