Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,177.10,353888,97.96,11766,N/A,198.46
astar,true,280.83,353712,97.91,11766,N/A,160.24
bfs,true,145.42,353890,97.96,11766,N/A,209.98
dfs,true,83.70,186476,51.62,11766,N/A,140.48
wallFollower,true,161.33,319969,88.57,11766,N/A,153.65
dijkstra,false,248.27,395197,99.96,2039,0,205.40
astar,false,308.47,395163,99.95,2039,0,163.15
bfs,false,112.36,395198,99.96,2039,0,142.54
dfs,false,35.44,75225,19.03,21392,19353,66.64
wallFollower,false,82.64,177617,44.92,11013,8974,113.48
