Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,342.65,599076,99.02,16205,N/A,246.92
astar,true,525.53,599017,99.01,16205,N/A,257.33
bfs,true,241.58,599074,99.02,16205,N/A,335.76
dfs,true,130.58,351724,58.14,16205,N/A,236.35
wallFollower,true,285.53,583730,96.48,16205,N/A,366.57
dijkstra,false,455.96,662148,99.96,2638,0,245.54
astar,false,562.15,662116,99.96,2639,1,194.41
bfs,false,181.78,662148,99.96,2638,0,243.62
dfs,false,79.47,181848,27.46,32014,29376,102.82
wallFollower,false,74.57,160755,24.27,13892,11254,101.48
