Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,39.88,75271,94.09,4100,N/A,31.09
astar,true,60.85,74827,93.53,4100,N/A,22.59
bfs,true,34.94,75271,94.09,4100,N/A,35.84
dfs,true,21.45,47937,59.92,4100,N/A,24.89
wallFollower,true,43.96,82054,102.57,4100,N/A,20.20
dijkstra,false,47.51,87473,99.95,966,0,27.60
astar,false,66.46,87430,99.90,967,1,26.24
bfs,false,26.87,87474,99.95,966,0,32.67
dfs,false,11.25,17286,19.76,6757,5791,15.97
wallFollower,false,30.89,59755,68.29,5058,4092,17.91
