Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2901.97,4488193,98.16,54101,N/A,1652.12
astar,true,4547.24,4488058,98.16,54101,N/A,1495.00
bfs,true,1724.89,4488189,98.16,54101,N/A,2140.70
dfs,true,875.71,2593860,56.73,54101,N/A,1466.75
wallFollower,true,2304.81,4764525,104.20,54101,N/A,1607.22
dijkstra,false,5295.60,5005227,99.97,7208,0,1348.74
astar,false,4846.70,5005208,99.97,7209,1,1505.81
bfs,false,1225.42,5005227,99.97,7208,0,1703.05
dfs,false,374.94,907810,18.13,194401,187193,612.13
wallFollower,false,73.51,90732,1.81,37185,29977,369.29
