Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2289.37,3742912,98.99,49430,N/A,1992.10
astar,true,3888.62,3742687,98.98,49430,N/A,1818.17
bfs,true,1522.66,3742907,98.99,49430,N/A,1694.35
dfs,true,729.46,2290932,60.59,49430,N/A,1414.61
wallFollower,true,1790.27,3673402,97.15,49430,N/A,1759.67
dijkstra,false,4432.81,4139211,99.97,6558,0,1134.98
astar,false,4351.76,4139181,99.97,6559,1,1018.13
bfs,false,1125.63,4139210,99.97,6558,0,1614.83
dfs,false,348.13,681706,16.46,142350,135792,531.03
wallFollower,false,426.65,899616,21.73,34989,28431,576.35
