Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,155.49,292109,97.52,10129,N/A,155.06
astar,true,244.00,291936,97.46,10129,N/A,105.37
bfs,true,125.05,292104,97.52,10129,N/A,151.82
dfs,true,74.31,179562,59.95,10129,N/A,104.94
wallFollower,true,139.48,287006,95.82,10129,N/A,129.52
dijkstra,false,203.01,327781,99.95,1861,0,121.49
astar,false,262.66,327712,99.93,1862,1,85.39
bfs,false,95.50,327781,99.95,1861,0,124.97
dfs,false,27.55,66560,20.30,17281,15420,47.12
wallFollower,false,49.41,84902,25.89,9647,7786,58.07
