Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3943.92,6351642,99.45,67603,N/A,3093.85
astar,true,6222.81,6351568,99.45,67603,N/A,2383.57
bfs,true,2344.57,6351645,99.45,67603,N/A,3119.54
dfs,true,1184.44,3801005,59.51,67603,N/A,2290.98
wallFollower,true,3072.95,6793638,106.37,67603,N/A,3205.48
dijkstra,false,8453.49,6991567,99.97,8454,0,1858.61
astar,false,7017.01,6991534,99.97,8454,0,2643.33
bfs,false,1902.61,6991568,99.97,8454,0,2041.55
dfs,false,372.02,1126052,16.10,218000,209546,650.54
wallFollower,false,95.36,112209,1.60,43338,34884,578.97
