Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1093.21,1948770,92.74,19079,897.26
astar,true,1254.27,1937224,92.19,19079,679.29
bfs,true,669.74,1948783,92.74,19079,994.84
dfs,true,316.73,898802,42.77,19079,570.17
wallFollower,true,942.96,2120982,100.94,19079,909.74
dijkstra,false,1430.27,2194265,95.36,3455,1039.27
astar,false,1207.34,1144571,49.74,3515,958.88
bfs,false,620.54,2194346,95.37,3455,942.72
dfs,false,269.05,666359,28.96,148330,474.61
wallFollower,false,227.75,519943,22.59,26450,342.72
