Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,698.44,1038716,98.81,22701,N/A,621.67
astar,true,1091.16,1038610,98.80,22701,N/A,478.61
bfs,true,444.61,1038715,98.81,22701,N/A,652.93
dfs,true,269.97,577371,54.92,22701,N/A,376.73
wallFollower,true,731.73,1343748,127.82,22701,N/A,393.45
dijkstra,false,867.48,1150513,99.96,3473,0,480.71
astar,false,1042.69,1150476,99.96,3474,1,327.46
bfs,false,299.13,1150511,99.96,3473,0,417.83
dfs,false,53.41,106189,9.23,55660,52187,113.15
wallFollower,false,130.11,270252,23.48,19600,16127,155.42
