Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,3193.20,5054355,97.25,54564,N/A,2557.52
astar,true,5163.08,5054079,97.25,54564,N/A,2093.36
bfs,true,2093.65,5054356,97.25,54564,N/A,2587.93
dfs,true,951.11,2728524,52.50,54564,N/A,1794.60
wallFollower,true,2632.49,5432366,104.53,54564,N/A,2508.75
dijkstra,false,6539.53,5689362,99.97,7660,0,1449.69
astar,false,5684.11,5689330,99.97,7661,1,1122.20
bfs,false,1497.56,5689360,99.97,7660,0,1962.50
dfs,false,184.60,442228,7.77,208306,200646,455.88
wallFollower,false,522.52,1220487,21.45,40495,32835,527.64
