Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1494.28,2609377,98.65,38329,N/A,1181.63
astar,true,2434.84,2609268,98.65,38329,N/A,892.09
bfs,true,988.48,2609377,98.65,38329,N/A,1268.85
dfs,true,568.83,1592092,60.19,38329,N/A,1045.81
wallFollower,true,1084.00,2288633,86.53,38329,N/A,1259.54
dijkstra,false,2740.33,2895329,99.97,5480,0,785.84
astar,false,2697.85,2895263,99.96,5481,1,518.93
bfs,false,710.64,2895330,99.97,5480,0,942.14
dfs,false,137.02,241215,8.33,121025,115545,213.23
wallFollower,false,259.83,638203,22.03,28814,23334,318.55
