Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2586.63,4168290,99.13,53075,N/A,2029.20
astar,true,4290.97,4168207,99.13,53075,N/A,2010.08
bfs,true,1645.39,4168290,99.13,53075,N/A,2009.27
dfs,true,783.17,2416583,57.47,53075,N/A,1619.77
wallFollower,true,2016.05,3992335,94.94,53075,N/A,2278.81
dijkstra,false,5594.70,4602881,99.97,6882,0,1406.07
astar,false,5250.80,4602825,99.97,6882,0,1306.86
bfs,false,1306.12,4602881,99.97,6882,0,1830.64
dfs,false,133.15,352204,7.65,167367,160485,386.65
wallFollower,false,1881.68,4606534,100.05,36805,29923,1320.67
