Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,98.11,186894,96.00,7544,N/A,135.23
astar,true,152.25,186608,95.85,7544,N/A,75.54
bfs,true,79.00,186895,96.00,7544,N/A,109.37
dfs,true,50.77,114516,58.82,7544,N/A,83.69
wallFollower,true,105.75,201710,103.61,7544,N/A,101.44
dijkstra,false,122.77,212928,99.95,1500,0,93.38
astar,false,162.90,212894,99.93,1500,0,70.62
bfs,false,62.82,212929,99.95,1500,0,80.34
dfs,false,22.19,43322,20.34,13655,12155,38.83
wallFollower,false,53.21,96096,45.12,7202,5702,50.22
