Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1.19,2284,83.43,579,N/A,1.11
astar,true,1.57,1458,53.27,579,N/A,1.18
bfs,true,1.08,2284,83.45,579,N/A,0.98
dfs,true,0.78,1755,64.11,579,N/A,0.72
wallFollower,true,1.52,2504,91.50,579,N/A,1.10
dijkstra,false,1.17,2949,98.82,186,0,1.04
astar,false,0.82,322,10.79,219,33,0.88
bfs,false,0.98,2949,98.81,186,0,1.02
dfs,false,0.60,889,29.80,586,400,0.46
wallFollower,false,1.18,2082,69.72,684,498,1.19
