Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,693.71,1252004,97.81,24715,N/A,564.38
astar,true,1133.63,1251865,97.80,24715,N/A,588.83
bfs,true,478.12,1252005,97.81,24715,N/A,606.87
dfs,true,202.01,586972,45.86,24715,N/A,396.28
wallFollower,true,617.19,1335245,104.32,24715,N/A,652.04
dijkstra,false,1082.23,1400936,99.97,3806,0,467.37
astar,false,1208.06,1400894,99.96,3807,1,525.09
bfs,false,385.92,1400936,99.97,3806,0,641.78
dfs,false,166.86,369586,26.37,52879,49073,215.77
wallFollower,false,73.05,51492,3.67,21041,17235,146.18
