Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,402.37,700165,97.25,16803,N/A,349.07
astar,true,631.79,700023,97.23,16803,N/A,294.19
bfs,true,291.54,700168,97.25,16803,N/A,412.52
dfs,true,133.75,342056,47.51,16803,N/A,226.19
wallFollower,true,409.77,861980,119.72,16803,N/A,373.66
dijkstra,false,493.00,787968,99.96,2898,0,349.01
astar,false,653.40,787930,99.96,2899,1,127.10
bfs,false,191.51,787969,99.96,2898,0,247.13
dfs,false,31.34,77401,9.82,40522,37624,89.63
wallFollower,false,24.02,38667,4.91,15360,12462,105.87
