Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,2017.05,3281209,99.05,44589,N/A,1644.23
astar,true,3145.18,3281121,99.05,44589,N/A,1372.50
bfs,true,1323.03,3281206,99.05,44589,N/A,1475.51
dfs,true,578.31,1673520,50.52,44589,N/A,1108.64
wallFollower,true,1798.00,3731575,112.64,44589,N/A,1658.16
dijkstra,false,3842.07,3626375,99.97,6118,0,1003.49
astar,false,3692.53,3626330,99.97,6119,1,1033.89
bfs,false,1054.77,3626374,99.97,6118,0,1297.43
dfs,false,138.46,264060,7.28,131917,125799,212.52
wallFollower,false,935.27,2212053,60.98,34649,28531,795.77
