Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,764.72,1324650,91.67,14385,876.22
astar,true,935.95,1402023,97.03,14385,634.50
bfs,true,518.84,1324655,91.67,14385,761.69
dfs,true,279.47,818391,56.64,14385,498.43
wallFollower,true,762.26,1641964,113.63,14385,794.56
dijkstra,false,1005.80,1493099,94.37,2845,467.94
astar,false,799.00,697980,44.12,2937,420.08
bfs,false,421.04,1493276,94.38,2845,579.93
dfs,false,184.47,479334,30.30,110082,282.42
wallFollower,false,398.76,971775,61.43,19362,299.86
