Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,232.41,454933,95.91,12918,N/A,215.37
astar,true,382.37,454663,95.85,12918,N/A,147.52
bfs,true,183.64,454930,95.91,12918,N/A,246.71
dfs,true,89.21,197093,41.55,12918,N/A,131.56
wallFollower,true,174.04,344576,72.64,12918,N/A,242.77
dijkstra,false,344.50,519186,99.96,2351,0,227.20
astar,false,461.79,519154,99.96,2351,0,117.88
bfs,false,142.66,519187,99.96,2351,0,209.25
dfs,false,31.43,61853,11.91,32669,30318,55.44
wallFollower,false,147.77,321078,61.82,11107,8756,119.45
