Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,857.16,1512806,98.80,28088,N/A,594.01
astar,true,1356.53,1512722,98.79,28088,N/A,608.83
bfs,true,562.26,1512807,98.80,28088,N/A,785.06
dfs,true,241.24,663182,43.31,28088,N/A,420.08
wallFollower,true,735.47,1534538,100.21,28088,N/A,714.46
dijkstra,false,1289.43,1675940,99.96,4175,0,541.68
astar,false,1419.03,1675876,99.96,4175,0,527.98
bfs,false,412.36,1675942,99.97,4175,0,484.10
dfs,false,66.27,133569,7.97,65329,61154,108.39
wallFollower,false,39.71,52534,3.13,21318,17143,167.61
