Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,479.91,891700,97.85,19990,N/A,429.19
astar,true,811.10,891597,97.84,19990,N/A,371.99
bfs,true,350.42,891701,97.85,19990,N/A,449.54
dfs,true,162.94,440228,48.31,19990,N/A,303.21
wallFollower,true,415.58,866461,95.09,19990,N/A,381.68
dijkstra,false,730.33,997227,99.97,3228,0,268.61
astar,false,886.57,997193,99.96,3228,0,266.99
bfs,false,248.11,997227,99.97,3228,0,368.43
dfs,false,47.08,87780,8.80,44363,41135,92.82
wallFollower,false,106.08,233338,23.39,16703,13475,155.75
