Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,4194.73,6505521,99.07,66390,N/A,2159.78
astar,true,6435.60,6505365,99.07,66390,N/A,2761.33
bfs,true,2540.42,6505520,99.07,66390,N/A,3290.35
dfs,true,1138.78,3231584,49.21,66390,N/A,1771.07
wallFollower,true,3129.53,6499894,98.98,66390,N/A,3095.52
dijkstra,false,9557.52,7188481,99.97,8582,0,1909.05
astar,false,7904.62,7188463,99.97,8583,1,1811.68
bfs,false,1928.89,7188481,99.97,8582,0,2860.19
dfs,false,319.38,522011,7.26,260799,252217,578.70
wallFollower,false,2503.88,5775484,80.32,44171,35589,2079.41
