Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,30.30,56733,92.63,4032,N/A,33.65
astar,true,44.54,56372,92.04,4032,N/A,30.77
bfs,true,26.53,56734,92.63,4032,N/A,31.45
dfs,true,16.32,36598,59.75,4032,N/A,23.98
wallFollower,true,33.96,68801,112.33,4032,N/A,27.18
dijkstra,false,37.91,66966,99.92,872,0,20.41
astar,false,53.51,66907,99.84,872,0,14.44
bfs,false,21.63,66966,99.92,872,0,25.14
dfs,false,10.62,11562,17.26,6631,5759,7.02
wallFollower,false,20.95,32616,48.66,4030,3158,17.95
