Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,1334.87,2232962,98.99,35925,N/A,867.68
astar,true,2113.28,2232851,98.99,35925,N/A,1192.57
bfs,true,878.00,2232962,98.99,35925,N/A,1243.18
dfs,true,414.99,1261748,55.94,35925,N/A,881.90
wallFollower,true,1073.48,2123659,94.15,35925,N/A,1211.16
dijkstra,false,2357.86,2469182,99.97,5054,0,963.87
astar,false,2366.16,2469139,99.96,5054,0,915.62
bfs,false,631.75,2469182,99.97,5054,0,1041.52
dfs,false,239.31,469258,19.00,117556,112502,376.29
wallFollower,false,668.45,1511254,61.19,24616,19562,490.24
