Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,448.28,826681,97.83,20238,N/A,411.70
astar,true,730.25,826532,97.81,20238,N/A,376.35
bfs,true,332.32,826684,97.83,20238,N/A,437.53
dfs,true,172.84,477360,56.49,20238,N/A,302.77
wallFollower,true,410.85,880994,104.26,20238,N/A,396.56
dijkstra,false,667.11,924784,99.96,3088,0,298.36
astar,false,828.70,924743,99.96,3088,0,251.16
bfs,false,246.47,924785,99.96,3088,0,309.44
dfs,false,35.38,65099,7.04,35997,32909,74.44
wallFollower,false,121.77,215666,23.31,15595,12507,158.66
