Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,350.31,615537,97.44,16114,N/A,252.07
astar,true,540.63,615360,97.42,16114,N/A,311.07
bfs,true,251.94,615540,97.44,16114,N/A,344.74
dfs,true,89.41,269055,42.59,16114,N/A,202.66
wallFollower,true,317.18,693101,109.72,16114,N/A,327.92
dijkstra,false,470.21,691283,99.96,2694,0,194.75
astar,false,566.11,691243,99.96,2695,1,212.59
bfs,false,163.09,691284,99.96,2694,0,222.08
dfs,false,30.52,66812,9.66,34785,32091,65.29
wallFollower,false,86.02,166826,24.12,13405,10711,103.30
