Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4139.94,6472210,90.88,35330,2927.61
astar,true,4530.33,6512877,91.45,35330,3505.31
bfs,true,2524.30,6472202,90.88,35330,4016.66
dfs,true,1227.87,3886769,54.58,35330,2810.80
wallFollower,true,3146.25,6639847,93.24,35330,2984.81
dijkstra,false,6772.85,7453105,95.57,6334,2894.54
astar,false,6181.95,4307796,55.24,6398,2438.86
bfs,false,2134.37,7453350,95.57,6334,2832.72
dfs,false,1027.59,2641182,33.87,525689,1663.62
wallFollower,false,1428.42,3189213,40.89,47234,1251.28
