Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1080.61,1788466,91.79,17164,482.25
astar,true,1199.43,1782837,91.51,17164,515.11
bfs,true,689.22,1788475,91.79,17164,650.98
dfs,true,322.81,963275,49.44,17164,406.47
wallFollower,true,1008.15,2304748,118.29,17164,624.31
dijkstra,false,1441.11,2032819,95.28,3344,738.30
astar,false,1350.39,1300385,60.95,3400,783.29
bfs,false,589.62,2032891,95.29,3344,633.08
dfs,false,350.93,955486,44.78,160436,452.53
wallFollower,false,388.36,892747,41.85,25832,338.67
