Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,14.27,33254,88.59,3082,N/A,18.76
astar,true,24.99,32696,87.10,3082,N/A,11.49
bfs,true,14.44,33254,88.59,3082,N/A,18.01
dfs,true,8.20,17226,45.89,3082,N/A,9.47
wallFollower,true,16.66,33948,90.44,3082,N/A,12.28
dijkstra,false,20.75,41003,99.88,671,0,15.49
astar,false,29.76,40931,99.71,671,0,15.43
bfs,false,13.13,41000,99.88,671,0,17.08
dfs,false,3.74,6842,16.67,3885,3214,6.31
wallFollower,false,7.86,13583,33.10,2663,1992,9.25
