Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,D_PathLength,MemoryUsed [MB]
dijkstra,true,429.88,730049,97.46,17252,N/A,341.18
astar,true,658.98,729832,97.43,17252,N/A,319.40
bfs,true,307.49,730046,97.46,17252,N/A,481.34
dfs,true,156.81,422196,56.36,17252,N/A,270.87
wallFollower,true,387.38,727019,97.05,17252,N/A,430.00
dijkstra,false,603.48,819750,99.96,2922,0,275.28
astar,false,714.24,819704,99.96,2924,2,205.75
bfs,false,210.26,819750,99.96,2922,0,300.38
dfs,false,74.01,162960,19.87,40246,37324,112.12
wallFollower,false,180.32,348791,42.53,14169,11247,173.90
